CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C072355,A,000+0.188,GREAT FALLS,CASCADE,FEBRUARY,2019,MON,469893.02400,363057.58900,,,0.188
C072355,A,000+0.389,GREAT FALLS,CASCADE,AUGUST,2019,THU,469882.74898,362733.77550,47.5014950308838,-111.228161453562,0.389
C072355,A,000+0.054,GREAT FALLS,CASCADE,FEBRUARY,2021,WED,469931.35440,363267.67970,0,0,0.054
C072355,A,000+0.389,GREAT FALLS,CASCADE,OCTOBER,2021,WED,469882.74900,362733.77550,47.5014950308838,-111.228161453562,0.389
C072355,A,000+0.389,GREAT FALLS,CASCADE,FEBRUARY,2022,TUE,469882.74900,362733.77550,47.5014950308838,-111.228161453562,0.389
C072355,A,000+0.389,GREAT FALLS,CASCADE,JULY,2022,MON,469819.33200,362736.54000,0,0,0.389
C072355,A,000+0.390,GREAT FALLS,CASCADE,NOVEMBER,2022,TUE,469883.46300,362732.92300,47.5014950308838,-111.228161453562,0.39
C072355,A,000+0.437,GREAT FALLS,CASCADE,NOVEMBER,2022,SAT,469880.80400,362656.09300,0,0,0.437
C072355,A,000+0.601,GREAT FALLS,CASCADE,FEBRUARY,2022,TUE,469872.67870,362392.40020,47.4984215665461,-111.228195136985,0.601
C072355,A,000+0.657,GREAT FALLS,CASCADE,AUGUST,2022,THU,469868.08400,362302.83100,47.4976232678204,-111.228227505324,0.657
C072355,A,000+0.029,GREAT FALLS,CASCADE,DECEMBER,2023,SAT,469936.17500,363307.60000,0,0,0.029
C072355,A,000+0.053,NOT IN CITY LIMITS,CASCADE,MARCH,2023,MON,469846.06921,363271.61149,47.5063268260825,-111.22880610165301,0.053
