CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000007A,41-2A-004,051+0.964,055+0.960,N-7,114,4.02,14456.0,58113.119999999995,,RAVALLI,,US-93,NI-NHS,22.8,634.0350877192982,2548.821052631579
C000533A,32-3A-271,010+0.989,012+0.086,L-32-518,3,1.096,1396.0,1530.016,,MISSOULA,PATTEE CANYON DR,,Urban,0.6,2326.666666666667,2550.026666666667
C037308A,37-4-009,000+0.464,008+0.003,L-37-308,1,7.539,67.66666666666667,510.139,,PONDERA,,,,0.2,338.3333333333333,2550.6949999999997
C000325A,03-1-001,003+0.851,012+0.398,S-325,1,8.539,59.75,510.20525,,BLAINE,,S-325,Secondary,0.2,298.75,2551.02625
C000069A,22-2-012,038+0.398,038+0.780,P-69,3,0.382,4009.5,1531.6290000000001,,JEFFERSON,LEGION ST,MT-2/MT-69,Primary,0.6,6682.5,2552.715
C000005A,15-7C-011,112+0.700,112+0.836,N-5,5,0.135,18912.5,2553.1875,,FLATHEAD,,MT-200/US-93,NI-NHS,1.0,18912.5,2553.1875
C005219A,07-2A-123,000+0.922,001+0.373,U-5219,6,0.452,6779.75,3064.447,,CASCADE,38TH ST,,Urban,1.2,5649.791666666667,2553.7058333333334
C000006A,45-4-002,056+0.018,068+0.483,P-6,54,12.486,2209.0,27581.574,,SANDERS,,MT-200,Primary,10.8,204.537037037037,2553.8494444444445
C000052A,15-7-032,033+0.562,033+0.904,P-52,9,0.342,13462.0,4604.004,,FLATHEAD,S SHORE RD,MT-35,Primary,1.8,7478.888888888889,2557.7799999999997
C000035A,45-6-006,017+0.951,021+0.525,P-35,14,3.539,2024.6666666666667,7165.2953333333335,,SANDERS,,MT-135,Primary,2.8,723.0952380952382,2559.0340476190477
C000031A,53-4-005,001+0.386,003+0.861,P-31,5,2.398,1067.75,2560.4645,,VALLEY,,MT-24,Primary,1.0,1067.75,2560.4645
C000005A,24-2-006,087+0.640,089+0.578,N-5,23,1.896,6212.25,11778.426,,LAKE,,MT-200/US-93,NI-NHS,4.6,1350.4891304347827,2560.527391304348
C016060A,16-3-045,000+0.000,002+0.355,L-16-60,18,2.355,3916.0,9222.18,,GALLATIN,,,,3.6,1087.7777777777778,2561.7166666666667
C005666A,36-3-020,000+0.000,001+0.087,L-36-902,3,1.087,1415.0,1538.105,,PHILLIPS,,,,0.6,2358.3333333333335,2563.5083333333337
C000430A,25-7A-016,005+0.312,009+0.088,S-430,19,3.802,2562.3333333333335,9741.991333333333,,LEWIS AND CLARK,CANYON FERRY RD,,Urban,3.8,674.2982456140352,2563.6819298245614
C000033A,27-4-001,008+0.718,013+0.637,P-33,9,4.9,942.0,4615.8,,LINCOLN,CALIFORNIA AVE,MT-37,Primary,1.8,523.3333333333334,2564.3333333333335
C000006A,45-2-003,047+0.624,049+0.122,P-6,7,1.494,2403.25,3590.4555,,SANDERS,,MT-200,Primary,1.4,1716.607142857143,2564.6110714285714
C008112A,32-3A-269,002+0.415,003+0.003,U-8112,6,0.588,5235.0,3078.18,,MISSOULA,E MISSOULA HWY-SPEEDWAY AVE,,Urban,1.2,4362.5,2565.15
C000090A,31-1-004,037+0.029,042+0.792,I-90,73,5.278,7097.25,37459.2855,,MINERAL,,I-90,Interstate,14.6,486.11301369863014,2565.70448630137
C001040A,812473W,000+0.193,008+0.285,L-1-40,3,8.093,190.33333333333334,1540.3676666666668,,BEAVERHEAD,,,,0.6,317.22222222222223,2567.279444444445
C000015A,01-4-005,059+0.464,062+0.153,I-15,30,2.692,5725.0,15411.7,,BEAVERHEAD,,I-15,Interstate,6.0,954.1666666666666,2568.616666666667
C000213A,18-5-021,000+0.000,000+0.774,S-213,2,0.774,1330.0,1029.42,,GLACIER,SANTA RITA N,S-213,Secondary,0.4,3325.0,2573.55
C000408A,50-3-009,016+0.487,019+0.589,S-408,1,3.094,166.66666666666666,515.6666666666666,,TETON,3RD AVE,S-408,Secondary,0.2,833.3333333333333,2578.333333333333
C000366A,37-4-007,002+0.483,012+0.541,S-366,3,10.061,153.8,1547.3818,,PONDERA,LEDGER RD,S-366,Secondary,0.6,256.33333333333337,2578.969666666667
C000015A,25-7A-001,199+0.908,208+0.822,I-15,82,8.922,4741.0,42299.202000000005,,LEWIS AND CLARK,,I-15,Interstate,16.4,289.0853658536586,2579.219634146342
C000384A,52-2-003,036+0.791,045+0.949,S-384,1,9.091,56.75,515.9142499999999,,TREASURE,,S-384,Secondary,0.2,283.75,2579.5712499999995
C006498A,32-3A-069,000+0.000,000+0.771,L-32-4326,10,0.771,6692.0,5159.532,,MISSOULA,,,,2.0,3346.0,2579.766
C007611A,07-2A-137,004+0.132,008+0.109,X-07611,38,3.775,5195.666666666667,19613.641666666666,,CASCADE,,,,7.6,683.6403508771931,2580.7423245614036
C011315A,11-5A-062,000+0.000,001+0.532,X-11315,2,1.532,674.0,1032.568,,DAWSON,,,,0.4,1685.0,2581.4199999999996
C000061A,14-7-001,021+0.897,026+0.616,N-61,9,4.717,985.5,4648.603499999999,,PETROLEUM,MAIN ST,US-87,NI-NHS,1.8,547.5,2582.5574999999994
C051111A,51-4-010,000+0.000,014+0.932,L-51-111,1,14.932,34.6,516.6472,,TOOLE,,,,0.2,173.0,2583.236
C000008A,W-101,058+0.337,059+0.877,N-8,19,1.553,6329.5,9829.7135,,BROADWATER,,US-12,NI-NHS,3.8,1665.657894736842,2586.766710526316
C006201A,32-3A-180,000+0.240,002+0.450,L-32-4322,19,2.21,4450.25,9835.0525,,MISSOULA,,,,3.8,1171.1184210526317,2588.171710526316
C000090A,W-146,005+0.491,010+0.301,I-90,73,4.876,7751.25,37795.095,,MINERAL,,I-90,Interstate,14.6,530.9075342465753,2588.7051369863016
C005206A,07-2A-067,001+0.764,002+0.522,N-123,13,0.758,8880.75,6731.6085,,CASCADE,VAUGHN RD,,NI-NHS,2.6,3415.6730769230767,2589.0801923076924
C000236A,14-1-001,033+0.552,047+0.896,S-236,1,13.278,39.0,517.842,,FERGUS,WINIFRED HWY,S-236,Secondary,0.2,195.0,2589.2099999999996
C000565A,07-1-016,003+0.160,007+0.175,S-565,3,3.998,389.0,1555.222,,TETON,SIMMS FAIRFIELD RD,S-565,Secondary,0.6,648.3333333333334,2592.036666666667
C000015A,25-5-001,218+0.976,226+0.569,I-15,76,7.715,5109.0,39415.935,,LEWIS AND CLARK,,I-15,Interstate,15.2,336.1184210526316,2593.1536184210527
C229264A,34-2-014,000+0.000,000+0.221,R090W333ONA,1,0.221,2347.6,518.8196,,PARK,,,,0.2,11737.999999999998,2594.098
C000005A,15-4A-042,120+0.737,122+0.875,N-5,83,2.195,19624.0,43074.68,,FLATHEAD,,MT-200/US-93,NI-NHS,16.6,1182.168674698795,2594.860240963855
C000007A,41-5-002,006+0.818,012+0.914,N-7,12,6.017,1035.25,6229.09925,,RAVALLI,,US-93,NI-NHS,2.4,431.3541666666667,2595.4580208333336
C006161A,32-3A-241,000+0.000,001+0.865,L-32-4319,7,1.865,1948.5,3633.9525,,MISSOULA,,,,1.4,1391.7857142857144,2595.6803571428572
C000343A,51-4-004,033+0.966,043+0.308,S-343,2,9.308,111.66666666666667,1039.3933333333334,,TOOLE,OILMONT HWY,S-343,Secondary,0.4,279.1666666666667,2598.4833333333336
C086976A,25-7C-208,000+0.000,000+0.943,L-25-993,1,0.943,551.4,519.9702,,LEWIS AND CLARK,,,,0.2,2756.9999999999995,2599.8509999999997
C056530A,56-4A-373,002+0.152,004+0.148,L-56-530,16,1.997,4167.6,8322.6972,,YELLOWSTONE,,,,3.2,1302.375,2600.842875
C000087A,16-5-012,014+0.288,020+0.756,P-87,9,6.468,724.25,4684.449,,GALLATIN,,US-287,Primary,1.8,402.3611111111111,2602.4716666666664
C000018A,A-022,009+0.509,017+0.225,N-18,8,7.713,540.0,4165.02,,CUSTER,N 7TH ST,MT-59,NI-NHS,1.6,337.5,2603.1375000000003
C044303A,44-6-014,000+0.000,015+0.669,X-44303,4,15.547,134.0,2083.2980000000002,,ROSEBUD,,,,0.8,167.5,2604.1225
C000042A,28-3-001,005+0.168,027+0.251,P-42,7,22.084,165.5,3654.902,,MCCONE,,MT-24,Primary,1.4,118.21428571428572,2610.644285714286
C000019A,20-3-004,038+0.425,048+0.613,P-19,25,10.125,1289.25,13053.65625,,GRANITE,,MT-1,Primary,5.0,257.85,2610.73125
C018690A,18-5-013,000+0.000,000+0.382,L-18-690,2,0.382,2735.6,1044.9992,,GLACIER,,,,0.4,6838.999999999999,2612.4979999999996
C000444A,18-5-019,000+0.000,009+0.434,S-444,3,9.445,166.0,1567.8700000000001,,GLACIER,MERIWETHER RD,S-444,Secondary,0.6,276.6666666666667,2613.116666666667
C005210A,07-2A-084,000+0.000,000+0.041,N-103,1,0.041,12752.75,522.86275,,CASCADE,CENTRAL AVE,BR I-15,NI-NHS,0.2,63763.75,2614.31375
C005825A,25-7C-245,001+0.106,001+0.663,X-81026,4,0.558,3749.75,2092.3605000000002,,LEWIS AND CLARK,COLONIAL DR,,Urban,0.8,4687.1875,2615.450625
C056504A,56-4A-351,002+0.021,003+0.003,L-56-504,2,0.982,1066.0,1046.812,,YELLOWSTONE,,,,0.4,2665.0,2617.0299999999997
C000090A,48-2-001,400+0.427,408+0.636,I-90,184,8.22,11721.0,96346.62000000001,,STILLWATER,,I-90,Interstate,36.8,318.50543478260875,2618.114673913044
C000573A,46-3-004,000+0.000,014+0.895,S-573,3,14.87,105.66666666666667,1571.2633333333333,,SHERIDAN,E LAKE HWY,S-573,Secondary,0.6,176.11111111111111,2618.7722222222224
C000016A,33-3-005,020+0.901,025+0.167,N-16,20,4.168,2514.75,10481.478000000001,,YELLOWSTONE,1ST AVE N,BR I-90/US-87,NI-NHS,4.0,628.6875,2620.3695000000002
C000019A,20-3-005,048+0.613,057+0.449,P-19,18,8.847,1066.75,9437.53725,,GRANITE,,MT-1,Primary,3.6,296.31944444444446,2621.5381249999996
C000075A,14-6A-011,002+0.098,002+0.339,N-75,2,0.241,4353.25,1049.1332499999999,,FERGUS,TRUCK BYPASS,US-191,NI-NHS,0.4,10883.125,2622.8331249999997
C000007A,32-3A-018,095+0.503,095+0.590,N-7,2,0.087,12063.0,1049.481,,MISSOULA,,US-93,NI-NHS,0.4,30157.5,2623.7025
C000544A,38-5-007,019+0.013,031+0.241,S-544,1,12.215,43.0,525.245,,POWDER RIVER,,S-544,Secondary,0.2,215.0,2626.225
C032003A,32-3-025,000+0.000,019+0.897,L-32-3,18,19.897,475.5,9461.0235,,MISSOULA,,,,3.6,132.08333333333334,2628.0620833333332
C000067A,51-3-014,000+0.000,000+0.469,P-67,2,0.469,2242.4,1051.6856,,TOOLE,OILFIELD AVE,BR I-15/MT-67,Primary,0.4,5606.0,2629.214
C005215A,07-2A-111,000+0.468,000+0.997,U-5215,5,0.529,4970.6,2629.4474000000005,,CASCADE,13TH ST S,,Urban,1.0,4970.6,2629.4474000000005
C005221A,07-2A-129,000+0.867,001+0.389,L-7-3509,1,0.522,1007.5,525.915,,CASCADE,GIANT SPRINGS RD,,Urban,0.2,5037.5,2629.575
C000050A,A-043,047+0.954,068+0.641,N-50,321,20.708,8158.75,168951.395,,GALLATIN,YELLOWSTONE AVE,US-191/US-20/US-287,NI-NHS,64.2,127.08333333333333,2631.6416666666664
C000084A,W-141,011+0.802,020+0.267,P-84,44,8.39,2760.5,23160.595,,GALLATIN,,MT-84,Primary,8.8,313.6931818181818,2631.8857954545456
C001976A,47-1C-105,000+0.270,000+0.540,L-47-1029,1,0.271,1942.5,526.4175,,SILVER BOW,,,,0.2,9712.5,2632.0875
C056252A,913783V,000+0.000,002+0.721,L-56-252,9,2.721,1741.3333333333333,4738.168,,YELLOWSTONE,,,,1.8,967.4074074074074,2632.3155555555554
C000574A,32-3-027,003+0.728,006+0.260,S-574,7,2.532,1456.6,3688.1112,,MISSOULA,WALDO RD,S-574,Secondary,1.4,1040.4285714285713,2634.365142857143
C000532A,56-4A-365,015+0.613,016+0.357,S-532,11,0.745,7781.75,5797.40375,,YELLOWSTONE,1ST AVE,,Urban,2.2,3537.1590909090905,2635.1835227272727
C000014A,19-2-022,146+0.084,151+0.974,P-14,5,5.904,446.5,2636.136,,GOLDEN VALLEY,BROADWAY ST,US-12,Primary,1.0,446.5,2636.136
C000059A,34-2-009,000+0.041,004+0.697,P-59,17,4.123,2174.0,8963.402,,PARK,,US-89,Primary,3.4,639.4117647058823,2636.294705882353
C000503A,15-7A-014,007+0.335,008+0.022,S-503,1,0.685,769.8,527.313,,FLATHEAD,MERIDIAN RD,,Urban,0.2,3848.9999999999995,2636.5649999999996
C005208A,07-2A-255,000+0.850,000+0.983,U-5208,1,0.133,3969.5,527.9435,,CASCADE,PARK DR,,Urban,0.2,19847.5,2639.7174999999997
C223648A,912797A,000+0.000,000+0.374,L-56-2414,2,0.374,2825.0,1056.55,,YELLOWSTONE,,,,0.4,7062.5,2641.3749999999995
C000003A,37-1-001,089+0.246,096+0.136,P-3,14,6.895,1074.5,7408.6775,,GLACIER,,MT-200/US-89,NI-NHS,2.8,383.75,2645.95625
C000023A,09-4-002,015+0.853,050+0.116,N-23,42,34.239,649.25,22229.670749999997,,CUSTER,MAIN ST,MT-59,NI-NHS,8.4,77.29166666666666,2646.3893749999997
C000278A,01-3-001,042+0.620,054+0.485,S-278,9,11.831,403.0,4767.893,,BEAVERHEAD,,S-278,Secondary,1.8,223.88888888888889,2648.8294444444446
C000007A,32-3A-020,090+0.360,090+0.653,N-7,18,0.293,32594.0,9550.042,,MISSOULA,,US-93,NI-NHS,3.6,9053.888888888889,2652.789444444444
C000218A,37-3-010,000+0.336,008+0.788,S-218,9,8.453,565.0,4775.945,,PONDERA,SOLLID RD,S-218,Secondary,1.8,313.88888888888886,2653.3027777777775
C000042A,28-1-002,044+0.211,055+0.103,P-42,4,10.888,195.0,2123.16,,MCCONE,,MT-24,Primary,0.8,243.75,2653.95
C005215A,07-2A-241,000+0.997,001+0.515,U-5215,3,0.518,3077.8,1594.3004,,CASCADE,13TH ST S,,Urban,0.6,5129.666666666667,2657.1673333333338
C000022A,46-2-002,043+0.379,048+0.865,N-22,15,5.448,1463.25,7971.786000000001,,SHERIDAN,1ST AVE E,MT-5,Primary,3.0,487.75,2657.262
C000053A,19-2-018,045+0.708,046+0.044,N-53,1,0.269,1975.75,531.47675,,GOLDEN VALLEY,27TH ST,MT-3,NI-NHS,0.2,9878.75,2657.38375
C228451A,37-3-030,000+0.000,000+0.335,R015S339ONA,1,0.335,1588.2,532.047,,PONDERA,,,,0.2,7941.0,2660.235
C007112A,14-6A-051,001+0.582,002+0.794,L-14-304,1,1.212,439.0,532.068,,FERGUS,SHIELDS ST,,Urban,0.2,2195.0,2660.3399999999997
C000001A,W-147,016+0.925,017+0.142,N-1,1,0.179,2972.5,532.0775,,LINCOLN,,US-2,NI-NHS,0.2,14862.5,2660.3875
C000004A,05-1-009,033+0.037,038+0.783,N-4,47,5.682,4401.8,25011.0276,,CARBON,,US-310,NI-NHS,9.4,468.27659574468083,2660.7476170212767
C000009A,25-3-002,020+0.182,028+0.037,P-9,8,7.882,540.25,4258.2505,,LEWIS AND CLARK,,US-287,Primary,1.6,337.65625,2661.4065625
C000263A,32-3A-037,000+0.788,003+0.443,U-8123,55,2.68,10928.0,29287.04,,MISSOULA,MULLAN RD,,Urban,11.0,993.4545454545455,2662.458181818182
C000001A,27-3A-002,034+0.508,035+0.734,N-1,12,1.151,5554.5,6393.2295,,LINCOLN,,US-2,NI-NHS,2.4,2314.375,2663.8456250000004
C000082A,15-7-005,000+0.000,003+0.634,P-82,64,3.615,9436.75,34113.85125,,FLATHEAD,,MT-82,Primary,12.8,737.24609375,2665.1446289062496
C000094A,44-5-002,087+0.382,093+0.407,I-94,49,6.033,4331.0,26128.923000000003,,ROSEBUD,,I-94,Interstate,9.8,441.93877551020404,2666.2166326530614
C081011A,39-3-038,007+0.791,012+1.841,X-81011,7,6.057,616.3333333333334,3733.1310000000003,,DEER LODGE,,,,1.4,440.2380952380953,2666.522142857143
C056683A,A-029,003+0.147,005+0.230,X-56683,20,2.083,5125.75,10676.93725,,YELLOWSTONE,,,,4.0,1281.4375,2669.2343125
C000024A,07-1-012,124+0.630,127+0.475,N-24,8,2.861,1493.0,4271.473,,CASCADE,,MT-200,NI-NHS,1.6,933.125,2669.6706249999997
C044402A,44-7-006,000+0.000,026+0.554,L-44-402,2,26.554,40.25,1068.7984999999999,,ROSEBUD,,,,0.4,100.625,2671.9962499999997
C000205A,16-2-013,015+0.454,019+0.410,U-605,46,3.903,6302.0,24596.706000000002,,GALLATIN,FRONTAGE RD,S-205,Secondary,9.2,685.0,2673.5550000000003
C000001A,53-4-001,521+0.415,529+0.476,N-1,18,8.057,1196.75,9642.214750000001,,VALLEY,,US-2,NI-NHS,3.6,332.43055555555554,2678.3929861111114
C229321A,02-1-034,000+0.000,000+0.275,R090W495ONA,1,0.275,1949.4,536.085,,BIG HORN,,,,0.2,9747.0,2680.425
C004011A,04-1-018,000+0.000,006+0.195,L-4-11,2,6.195,173.25,1073.28375,,BROADWATER,,,,0.4,433.125,2683.209375
C000438A,53-5-001,006+0.108,020+0.937,S-438,3,14.806,108.75,1610.1525,,VALLEY,NASHUA LN,S-438,Secondary,0.6,181.25,2683.5875
C000072A,05-3-011,006+0.154,010+0.482,P-72,13,4.344,1606.75,6979.722000000001,,CARBON,,MT-72,Primary,2.6,617.9807692307692,2684.5084615384617
C000470A,11-2-013,000+0.000,007+0.377,S-470,1,7.376,72.8,536.9728,,DAWSON,,S-470,Secondary,0.2,363.99999999999994,2684.864
C000001A,27-3A-001,029+1.019,031+0.178,N-1,8,1.228,3498.75,4296.465,,LINCOLN,,US-2,NI-NHS,1.6,2186.71875,2685.290625
C000416A,56-4A-349,000+0.116,000+0.190,U-1033,2,0.074,14521.5,1074.591,,YELLOWSTONE,S BILLINGS BLVD,,Urban,0.4,36303.75,2686.4774999999995
C229072A,16-3-064,000+0.000,000+0.261,R090E309OFA,2,0.261,4121.0,1075.5810000000001,,GALLATIN,,,,0.4,10302.5,2688.9525000000003
C000057A,11-2-001,290+0.109,296+0.810,N-57,10,6.737,798.75,5381.17875,,DAWSON,,MT-200/MT-3/US-87,NI-NHS,2.0,399.375,2690.589375
C081024A,20-3-001,048+0.064,054+0.307,X-81024,7,6.142,613.6666666666666,3769.1406666666667,,GRANITE,,,,1.4,438.3333333333333,2692.2433333333333
C000013A,22-4-002,083+0.034,083+0.871,P-13,2,0.838,1285.25,1077.0394999999999,,GALLATIN,,MT-87,Primary,0.4,3213.125,2692.5987499999997
C001816A,47-1C-060,000+0.934,001+0.394,U-1816,3,0.461,3510.75,1618.45575,,SILVER BOW,ELIZABETH WARREN DR,,Urban,0.6,5851.25,2697.4262500000004
C000090A,34-2A-002,330+0.791,332+1.011,I-90,77,2.197,18921.0,41569.437,,PARK,,I-90,Interstate,15.4,1228.6363636363635,2699.3140909090907
C000059A,30-3-006,030+0.857,037+1.038,P-59,8,7.173,602.75,4323.52575,,PARK,,US-89,Primary,1.6,376.71875,2702.2035937499995
C000014A,54-2-005,116+0.178,120+0.439,N-14,14,4.257,1778.0,7568.945999999999,,WHEATLAND,BROADWAY ST,US-12,Primary,2.8,635.0,2703.1949999999997
C000001A,53-4-016,539+0.209,540+0.411,N-1,14,1.209,6262.5,7571.3625,,VALLEY,,US-2,NI-NHS,2.8,2236.607142857143,2704.058035714286
C042315A,060670F,000+0.000,005+0.319,L-42-315,2,5.319,203.66666666666666,1083.3029999999999,,RICHLAND,,,,0.4,509.16666666666663,2708.2574999999997
C000005A,24-3-016,046+0.867,047+0.056,N-5,5,0.216,12540.5,2708.748,,LAKE,,MT-200/US-93,NI-NHS,1.0,12540.5,2708.748
C000090A,16-3A-003,309+0.101,313+0.308,I-90,135,3.725,19638.0,73151.55,,GALLATIN,,I-90,Interstate,27.0,727.3333333333334,2709.3166666666666
C000282A,22-2-022,000+0.178,000+0.954,S-282,4,0.776,2795.0,2168.92,,JEFFERSON,,S-282,Secondary,0.8,3493.75,2711.15
C000033A,27-3A-016,000+0.195,000+0.638,P-33,4,0.443,4896.75,2169.26025,,LINCOLN,CALIFORNIA AVE,MT-37,Primary,0.8,6120.9375,2711.5753124999997
C005205A,07-2A-057,002+0.912,003+0.418,N-102,10,0.504,10766.5,5426.316,,CASCADE,RIVER DR,,Urban,2.0,5383.25,2713.158
C037101A,088627G,000+0.000,016+0.205,L-37-101,2,16.205,67.0,1085.735,,PONDERA,,,,0.4,167.5,2714.3374999999996
C000880A,56-4A-206,000+0.245,000+0.536,L-56-2385,3,0.291,5604.25,1630.83675,,YELLOWSTONE,,,,0.6,9340.416666666668,2718.06125
C000037A,02-5-002,017+0.130,017+0.355,N-37,1,0.225,2417.0,543.825,,BIG HORN,,US-212,NI-NHS,0.2,12085.0,2719.125
C000003A,50-1-002,055+0.168,062+0.388,P-3,8,7.147,609.0,4352.523,,TETON,,MT-200/US-89,NI-NHS,1.6,380.625,2720.3268749999997
C010408A,42-4A-049,000+0.392,000+0.598,U-10408,1,0.207,2629.2,544.2443999999999,,RICHLAND,HOLLY ST,,Urban,0.2,13145.999999999998,2721.2219999999993
C000001A,27-6-001,041+0.948,053+0.729,N-1,38,11.816,1752.0,20701.632,,LINCOLN,,US-2,NI-NHS,7.6,230.5263157894737,2723.8989473684214
C115073A,059362D,000+0.000,001+0.610,L-15-73,10,1.61,3386.75,5452.6675000000005,,FLATHEAD,,,,2.0,1693.375,2726.3337500000002
C038135A,38-5-009,000+0.000,012+0.434,L-38-135,2,12.434,87.75,1091.0835,,POWDER RIVER,,,,0.4,219.375,2727.70875
C104207A,060148V,000+0.000,001+0.712,L-4-207,1,1.712,319.0,546.128,,BROADWATER,,,,0.2,1595.0,2730.64
C000001A,53-4-019,541+0.932,542+0.217,N-1,5,0.34,8038.5,2733.09,,VALLEY,,US-2,NI-NHS,1.0,8038.5,2733.09
C000094A,44-6-001,106+0.564,117+0.497,I-94,102,11.002,5072.5,55807.645000000004,,ROSEBUD,,I-94,Interstate,20.4,248.65196078431373,2735.66887254902
C036201A,36-4-018,000+0.000,011+0.680,L-36-201,3,11.68,140.75,1643.96,,PHILLIPS,,,,0.6,234.58333333333334,2739.9333333333334
C000014A,19-2-003,130+0.519,141+0.285,N-14,37,10.785,1880.25,20278.49625,,GOLDEN VALLEY,BROADWAY ST,US-12,Primary,7.4,254.08783783783784,2740.337331081081
C005807A,25-7C-048,001+0.582,001+0.782,N-127,6,0.2,16457.0,3291.4,,LEWIS AND CLARK,LAST CHANCE GULCH,BR I-15,Urban,1.2,13714.166666666668,2742.8333333333335
C018203A,18-4-014,008+0.103,011+0.732,X-18203,5,3.629,756.0,2743.524,,GLACIER,,,,1.0,756.0,2743.524
C000001A,36-3-001,450+0.804,453+0.207,N-1,5,2.399,1143.75,2743.85625,,PHILLIPS,,US-2,NI-NHS,1.0,1143.75,2743.85625
C000015A,01-4-006,055+0.794,059+0.464,I-15,29,3.668,4340.75,15921.871000000001,,BEAVERHEAD,,I-15,Interstate,5.8,748.4051724137931,2745.1501724137934
C000004A,05-1-008,038+0.783,042+0.508,N-4,33,3.762,4816.25,18118.7325,,CARBON,,US-310,NI-NHS,6.6,729.7348484848485,2745.2625
C000004A,56-4B-039,054+0.141,054+0.490,N-4,8,0.349,12586.0,4392.514,,YELLOWSTONE,,US-310,NI-NHS,1.6,7866.25,2745.32125
C002484A,15-4A-065,000+0.000,001+0.002,U-2507,3,1.002,1646.8,1650.0936,,FLATHEAD,TALBOT RD,,Urban,0.6,2744.6666666666665,2750.156
C000015A,07-2A-002,277+0.545,278+0.765,I-15,31,1.202,14191.0,17057.582,,CASCADE,,I-15,Interstate,6.2,2288.8709677419356,2751.222903225806
C000094A,56-3-002,035+0.800,046+0.926,I-94,93,11.167,4583.0,51178.361,,YELLOWSTONE,,I-94,Interstate,18.6,246.39784946236557,2751.524784946236
C000001A,03-3-001,396+0.289,400+0.757,N-1,21,4.474,2584.5,11563.053,,BLAINE,,US-2,NI-NHS,4.2,615.3571428571428,2753.107857142857
C000029A,29-1-005,053+0.206,057+0.273,N-29,15,4.071,2029.5,8262.0945,,MADISON,MAIN ST,MT-287,Primary,3.0,676.5,2754.0314999999996
C000090A,39-3-004,184+0.694,187+0.740,I-90,48,3.029,8741.0,26476.488999999998,,POWELL,,I-90,Interstate,9.6,910.5208333333334,2757.9676041666667
C000430A,A-079,000+0.000,001+0.462,U-5818,36,1.938,10255.5,19875.159,,LEWIS AND CLARK,CANYON FERRY RD,,Urban,7.2,1424.375,2760.43875
C000478A,49-3A-008,000+0.000,002+0.049,S-478,2,2.045,540.0,1104.3,,SWEET GRASS,RAPELJE RD,S-478,Secondary,0.4,1350.0,2760.7499999999995
C000001A,51-3-004,262+0.839,266+0.790,N-1,10,3.519,1569.25,5522.19075,,TOOLE,,US-2,NI-NHS,2.0,784.625,2761.095375
C000085A,16-3-033,001+0.990,003+0.021,N-85,34,1.039,18078.25,18783.30175,,GALLATIN,JACKRABBIT LN,MT-85,NI-NHS,6.8,2658.5661764705883,2762.250257352941
C056788A,56-4A-282,000+0.000,002+0.670,P-264,54,2.653,11260.0,29872.78,,YELLOWSTONE,OLD HWY 312,,Primary,10.8,1042.5925925925926,2765.9981481481477
C000270A,07-2-032,000+0.000,000+0.334,L-7-2733,1,0.334,1657.0,553.438,,CASCADE,,,,0.2,8285.0,2767.1899999999996
C007453A,42-4A-048,000+0.826,001+0.991,L-42-204,4,1.164,1907.0,2219.748,,RICHLAND,22ND AVE NW,,Urban,0.8,2383.75,2774.685
C000016A,33-3-007,045+0.566,047+0.847,N-16,11,2.278,2680.3333333333335,6105.799333333333,,MUSSELSHELL,1ST AVE N,BR I-90/US-87,NI-NHS,2.2,1218.3333333333333,2775.3633333333332
C000306A,48-2-008,001+0.437,010+0.474,S-306,9,9.129,547.4,4997.214599999999,,STILLWATER,PIKE AVE,S-306,Secondary,1.8,304.1111111111111,2776.230333333333
C001812A,47-1C-058,000+0.271,001+0.013,U-1812,3,0.742,2246.5,1666.903,,SILVER BOW,AMHERST AVE,,Urban,0.6,3744.166666666667,2778.1716666666666
C000075A,14-6A-070,002+0.339,002+0.586,N-75,2,0.246,4519.5,1111.797,,FERGUS,TRUCK BYPASS,US-191,NI-NHS,0.4,11298.75,2779.4925
C000062A,43-5-028,000+0.325,002+0.557,N-62,3,1.531,1089.5,1668.0245,,ROOSEVELT,BROADWAY AVE,MT-16,NI-NHS,0.6,1815.8333333333335,2780.0408333333335
C007112A,14-6-019,015+0.779,018+0.778,L-14-304,1,2.998,185.5,556.129,,FERGUS,SHIELDS ST,,Urban,0.2,927.5,2780.645
C000005A,27-2-002,176+0.362,177+0.113,N-5,4,0.762,2921.5,2226.183,,LINCOLN,,MT-200/US-93,NI-NHS,0.8,3651.875,2782.7287499999998
C224904A,56-4A-358,000+0.504,001+0.012,L-56-598,3,0.508,3289.8,1671.2184000000002,,YELLOWSTONE,,,,0.6,5483.000000000001,2785.3640000000005
C072369A,929170P,001+0.124,002+0.189,L-7-1296,1,1.064,524.0,557.5360000000001,,CASCADE,,,,0.2,2620.0,2787.6800000000003
C001801A,47-1C-028,000+0.000,000+0.490,U-1801,3,0.49,3414.8,1673.252,,SILVER BOW,EXCELSIOR,,Urban,0.6,5691.333333333334,2788.7533333333336
C000010A,08-2-003,051+0.440,052+0.218,N-10,2,0.768,1452.5,1115.52,,CHOUTEAU,15TH ST,US-87,NI-NHS,0.4,3631.25,2788.7999999999997
