CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C001030,A,000+0.010,BILLINGS,YELLOWSTONE,MAY,2019,THU,679161.50200,172108.67797,45.7942026798343,-108.481517956544,0.01
C001030,A,000+0.117,BILLINGS,YELLOWSTONE,MARCH,2019,MON,679030.91200,171992.85300,45.7942026798343,-108.481517956544,0.117
C001030,A,000+0.255,BILLINGS,YELLOWSTONE,AUGUST,2019,TUE,678851.26900,171864.01300,,,0.255
C001030,A,000+0.348,BILLINGS,YELLOWSTONE,FEBRUARY,2019,MON,678728.16900,171777.70200,45.7909721342924,-108.487339772916,0.348
C001030,A,000+0.365,BILLINGS,YELLOWSTONE,MARCH,2019,WED,678704.76900,171762.48000,45.7909721342924,-108.487339772916,0.365
C001030,A,000+0.367,BILLINGS,YELLOWSTONE,APRIL,2019,WED,678703.86900,171759.03500,45.7909721342924,-108.487339772916,0.367
C001030,A,000+0.367,BILLINGS,YELLOWSTONE,SEPTEMBER,2019,THU,678702.91300,171760.78400,45.7909721342924,-108.487339772916,0.367
C001030,A,000+0.375,BILLINGS,YELLOWSTONE,OCTOBER,2019,MON,678692.40100,171752.34800,45.7909721342924,-108.487339772916,0.375
C001030,A,000+0.539,BILLINGS,YELLOWSTONE,FEBRUARY,2019,WED,678476.72000,171602.12800,,,0.539
C001030,A,000+0.570,BILLINGS,YELLOWSTONE,MARCH,2019,MON,678435.91500,171572.79800,45.7892019881627,-108.49103300146,0.57
C001030,A,000+0.678,BILLINGS,YELLOWSTONE,APRIL,2019,SUN,678285.70678,171484.25806,,,0.678
C001030,A,000+0.787,BILLINGS,YELLOWSTONE,APRIL,2019,FRI,678152.13800,171369.05000,,,0.787
C001030,A,001+0.002,BILLINGS,YELLOWSTONE,NOVEMBER,2019,FRI,677868.43500,171169.81800,45.7856541406287,-108.498371801054,1.002
C001030,A,001+0.013,BILLINGS,YELLOWSTONE,AUGUST,2019,TUE,677854.52779,171160.94276,,,1.013
C001030,A,001+0.097,BILLINGS,YELLOWSTONE,DECEMBER,2019,THU,677744.60600,171081.06800,,,1.097
C001030,A,001+0.225,BILLINGS,YELLOWSTONE,FEBRUARY,2019,SAT,677577.20588,170961.84221,,,1.225
C001030,A,001+0.228,BILLINGS,YELLOWSTONE,APRIL,2019,TUE,677573.04500,170959.19200,45.7838836814601,-108.50204669231,1.228
C001030,A,001+0.298,BILLINGS,YELLOWSTONE,AUGUST,2019,MON,677479.79300,170894.15400,45.7832901056248,-108.50327602421,1.298
C001030,A,001+0.369,BILLINGS,YELLOWSTONE,JUNE,2019,WED,677387.62900,170828.36100,45.7826873730931,-108.504524176863,1.369
C001030,A,001+0.371,BILLINGS,YELLOWSTONE,JULY,2019,WED,677384.17200,170826.00800,45.7826873730931,-108.504524176863,1.371
C001030,A,001+0.383,BILLINGS,YELLOWSTONE,JANUARY,2019,SAT,677368.84900,170815.74300,45.7826873730931,-108.504524176863,1.383
C001030,A,001+0.444,BILLINGS,YELLOWSTONE,JUNE,2019,SAT,677289.05300,170756.91600,45.7821169008643,-108.505703620152,1.444
C001030,A,001+0.446,BILLINGS,YELLOWSTONE,JULY,2019,FRI,677285.85000,170757.76900,45.7821169008643,-108.505703620152,1.446
C001030,A,001+0.455,BILLINGS,YELLOWSTONE,JANUARY,2019,FRI,677274.64700,170748.90000,45.7821169008643,-108.505703620152,1.455
C001030,A,001+0.517,BILLINGS,YELLOWSTONE,JANUARY,2019,WED,677191.92977,170691.38306,,,1.517
C001030,A,001+0.600,BILLINGS,YELLOWSTONE,JANUARY,2019,THU,677083.63600,170613.35400,45.7809100400975,-108.508193659492,1.6
C001030,A,001+0.729,BILLINGS,YELLOWSTONE,MARCH,2019,FRI,676914.56481,170492.31253,,,1.729
C001030,A,001+0.732,BILLINGS,YELLOWSTONE,OCTOBER,2019,FRI,676911.53900,170489.93800,45.7797121127929,-108.510677676555,1.732
C001030,A,001+0.732,BILLINGS,YELLOWSTONE,OCTOBER,2019,FRI,676911.44100,170490.14500,45.7797121127929,-108.510677676555,1.732
C001030,A,001+0.812,BILLINGS,YELLOWSTONE,JULY,2019,TUE,676806.71756,170413.17145,,,1.812
C001030,A,001+0.869,BILLINGS,YELLOWSTONE,FEBRUARY,2019,FRI,676730.23200,170363.17400,45.7785445712147,-108.513090864933,1.869
C001030,A,001+0.947,BILLINGS,YELLOWSTONE,APRIL,2019,FRI,676627.75700,170290.00400,45.7779658120032,-108.514301022014,1.947
C001030,A,002+0.003,BILLINGS,YELLOWSTONE,FEBRUARY,2019,FRI,676554.43472,170239.07297,45.7775017457544,-108.515273041483,2.003
C001030,A,002+0.003,BILLINGS,YELLOWSTONE,JANUARY,2019,WED,676554.43472,170239.07297,45.7775017457544,-108.515273041483,2.003
C001030,A,002+0.003,BILLINGS,YELLOWSTONE,NOVEMBER,2019,FRI,676554.43472,170239.07297,45.7775017457544,-108.515273041483,2.003
C001030,A,002+0.003,BILLINGS,YELLOWSTONE,OCTOBER,2019,TUE,676554.43472,170239.07297,45.7775017457544,-108.515273041483,2.003
